45,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
47,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
49,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
52,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
53,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
58,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
59,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
60,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
61,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
65,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
66,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
67,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
68,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
69,"{0: 1, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
71,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
72,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
73,"{0: 1, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
75,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
76,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
77,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
81,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
83,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
84,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
87,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
88,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
90,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
91,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
92,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
93,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
94,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
95,"{0: 2, 1: 1, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
96,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
97,"{0: 1, 1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
98,"{0: 1, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
99,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
101,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
102,"{0: 0, 1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
103,"{0: 2, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
104,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
105,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
106,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
108,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
109,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
110,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 22: 0, 23: 0, 24: 0, 25: 0, 28: 0, 33: 0, 37: 0, 38: 0, 43: 0, 44: 0, 47: 0, 52: 0, 58: 0, 59: 0, 73: 0, 83: 0, 125: 0}"
